"Symbol","logFC","logCPM","F","PValue","FDR"
"OTUD7B",-1.43583688143592,4.61874755470188,50.1991301436596,0.000103513582682381,0.00585161398172023
"TTC9C",-1.71877322315922,3.43181633247384,49.9649915030565,0.000105222686755569,0.00590803631704334
"AL645933.2",-2.04440756709874,2.07369044964666,49.9403042819699,0.0001054049418523,0.00590803631704334
"DNAJA3",-1.25330608886638,5.41128231858012,49.8701902414725,0.000105924720520067,0.00591103314771216
"ETV6",-1.78509378211808,4.80741677757025,49.8128585106922,0.000106352123462012,0.00591103314771216
"SLC5A3",-1.58087718913571,5.8484393544107,49.5523251245333,0.000108321766435245,0.00599506284315502
"GPATCH8",-1.23396925145289,5.31103960048528,49.4938077509162,0.000108770417474842,0.00599506284315502
"TSHZ3",-1.46343081200473,3.68014985701009,49.4179464079927,0.00010935550874273,0.00600230153381256
"CREBZF",-1.50393091099908,5.85807241747935,49.3470870686934,0.000109905580401127,0.00600756618820707
"CHMP7",-1.17953607477614,5.1621588544181,49.1087850531154,0.000111781055293345,0.00605498510080465
"IL22RA1",-2.79422446679799,0.275958148625223,49.0531013421483,0.000112225050253495,0.00605498510080465
"SRRM2",1.53330585630368,9.76184271858112,49.0503496380996,0.000112247048139893,0.00605498510080465
"SLC12A7",-2.09263470550303,5.71277272716643,49.0057868801218,0.000112604047081792,0.00605498510080465
"TOE1",-1.49145251069331,4.40555958546588,48.6882801040205,0.000115189175133048,0.00612747141888746
"TMEM37",-3.12155225784295,2.60924857874936,48.6278268825703,0.000115689763756936,0.00612747141888746
"ZNF619",-2.61381449989408,2.18503022030122,48.6109495854289,0.000115830003330579,0.00612747141888746
"POLD3",-1.28636235789287,4.97340490098323,48.5449188190763,0.000116380723936855,0.00612747141888746
"DSTYK",-1.37552685969997,5.0011819026956,48.5248647379705,0.000116548630190334,0.00612747141888746
"MND1",-1.62591865283943,2.94591656236846,48.5030778913527,0.000116731387780439,0.00612747141888746
"CHAF1A",-1.45303559978992,4.82467270828757,48.323186072695,0.000118254178130277,0.00618287062572058
"MKL1",-1.16159754816064,5.44064695695957,48.190336889381,0.000119394722299884,0.00621792671883019
"GOLGA5",-1.34736727017352,4.19630013395138,48.0330314170963,0.000120763076288636,0.00626452538488655
"LYSMD3",-1.59925117154262,4.17579647455034,47.967044318756,0.000121342914566337,0.00627001591360746
"PAQR8",-2.80118220854475,1.63978473705822,47.9132707885019,0.000121818006903038,0.00627007235530503
"GAN",-1.37217881642124,4.10355326667292,47.8036953819144,0.000122793333100435,0.00627564852767312
"ZNF155",-1.68529787489147,2.84598437243473,47.6756185963824,0.000123945749890682,0.00627564852767312
"ZNF71",-1.67295295792636,2.89904417936542,47.6581221441986,0.000124104228706373,0.00627564852767312
"PRICKLE2",-1.91996573855467,4.23616753061795,47.618034277959,0.000124468291810904,0.00627564852767312
"PHF20",-1.48215278659534,4.27595558368053,47.3408489453278,0.000127022475335148,0.00627564852767312
"TTC23",-1.45053705879499,3.8385843030855,47.33604263899,0.000127067339342969,0.00627564852767312
"ZNF675",-2.03789262625766,1.55349116440533,47.2556448787043,0.000127820751015481,0.00627564852767312
"NOL4L",-1.1201033821551,4.99311451582321,47.1884464260464,0.000128454761373452,0.00627564852767312
"C5orf34",-1.51688570872905,3.45861920707528,47.1628395645856,0.000128697393929461,0.00627564852767312
"TRIP11",-1.19708241053084,4.09010168680154,47.1298470640577,0.000129010853111639,0.00627564852767312
"PPP2R3A",-1.48520037681715,4.27790440919236,47.1248834057654,0.000129058095031378,0.00627564852767312
"TADA2A",-1.34785824509064,3.84101817324428,47.1201244112578,0.000129103409366178,0.00627564852767312
